Table 1
Timestamp,First and Last Name,City,State,Submitted by:,Comments:,,Sheet,Hyperlink,Province,Country,Submitted By:,Submitted by,Comments
,Ray Pourang Kamali,Chula Vista,California,Patient submitted,,,United States,https://www.sharp.com/san-diego-doctors/dr-ray-pourang-kamali-71921,,,,,
,Megan Beatty,Dublin,California,,,,United States,https://www.sutterhealth.org/find-doctor/dr-megan-beatty,,,,,
,Tim Nicely,Eureka,California,Patient submitted ,,,United States,https://www.providence.org/doctors/family-medicine/ca/eureka/timothy-paik-nicely-1760489389,,,,,
,Stella Mai Huang,Fairfield,California,Patient submitted,,,United States,https://providers.northbay.org/provider/Stella+Mai+Huang/2251160,,,,,
,Dario Gambetta,Folsom,California,Patient submitted ,,,United States,https://mydoctor.kaiserpermanente.org/ncal/providers/dariogambetta,,,,,
,Linh Nguyen,Fountain Valley,California,Patient submitted,,,United States,https://www.thewomenshealthcenter.com/dr-linh-dan-nguyen,,,,,
,Minal Mehta,Fountain Valley,California,,,,United States,https://www.socalobgyn.net/,,,,,
,Lena Nguyen ,Fountain Valley,California,Patient submitted,,,United States,https://www.thewomenshealthcenter.com/dr-lena-nguyen,,,,,
YYYY-27-DD 14:27:SS,Hind Al-azawi,Fountain valley ,California,,,,United States,https://www.drmehtaobgyn.com/provider/hind-al-azawi-md,,,,,
,Pamela Emeney,Fresno,California,Patient submitted,,,United States,https://www.universitymds.com/md-profiles/pamela-emeney/,,,,,
,Julie Nicole,Fresno,California,,LGBTQ+ friendly ,,United States,https://fresnoinclusive.com/,,,,,
,James A. Watson,Gilroy,California,Patient submitted,,,United States,https://www.jamesawatsonmd.net/,,,,,
,Stephen Alvarez Mott,Glendora,California,Patient submitted,,,United States,https://www.woodglenmedical.com/provider/steven-alvarez-mott-md,,,,,
,Emily Rekuc,La Quinta,California,,,,United States,http://caringforwomenlq.com/Providers.html,,,,,
,Christine M. Feigal ,Long Beach,California,,,,United States,https://www.memorialcare.org/providers/christine-m-feigal,,,,,
,Cassidy B. Sullivan,Long Beach,California,,,,United States,https://www.memorialcare.org/providers/cassidy-b-sullivan,,,,,
,Elise Vo,Long Beach,California,,,,United States,https://www.memorialcare.org/providers/elise-vo,,,,,
,Kirsten M. Devin,Long Beach,California,,,,United States,https://www.memorialcare.org/providers/kirsten-m-devin,,,,,
,Mary Louise S. Kiernan,Long Beach ,California,,,,United States,https://www.memorialcare.org/providers/Marilee-kiernan,,,,,
,Layne Kumetz,Los Angeles,California,,LGBTQ+ friendly,,United States,https://laynekumetz.com/,,,,,
,Natasha Schimmoeller,Los Angeles,California,Patient submitted,,,United States,https://www.cedars-sinai.org/provider/natasha-schimmoeller-2056528.html,,,,,
,Roy Silver,Los Angeles,California,Patient submitted,,,United States,https://www.pihhealth.org/find-a-doctor/physician-profile-advanced/roy-silver-1/,,,,,
,Bente L. Kaiser,Los Angeles,California,Patient submitted,,,United States,https://www.huntingtonhealth.org/physicians/bente-l-kaiser-md/,,,,,
,Joseph A. De Nagy,Los Angeles,California,,,,United States,https://doctors.adventisthealth.org/provider/joseph+anthony+denagy/1861491,,,,,
,Kelly C. Joy,Los Angeles,California,Patient submitted,,,United States,https://www.cedars-sinai.org/provider/kelly-joy-3742153.html,,,,,
,Matthew T. Siedhoff,Los Angeles,California,Patient submitted,LGBTQ+ friendly ,,United States,https://www.cedars-sinai.org/provider/matthew-siedhoff-610964.html,,,,,
,Karyn Solky-Morse,Los Angeles ,California,Patient submitted ,,,United States,https://www.cedars-sinai.org/provider/karyn-solky-1652103.html,,,,,
,Tanaz Kahen,Los Angeles ,California,Patient submitted ,,,United States,https://www.tanazkahenmd.com/,,,,,
,Madeline Eells,Martinez,California,,925-370-5000,,United States,,,,,,
,Jennifer Conti,Menlo Park ,California,,,,United States,https://profiles.stanford.edu/jennifer-conti,,,,,
,Kamilee Christenson,Menlo Park ,California,,,,United States,https://stanfordhealthcare.org/doctors/c/kamilee-christenson.html,,,,,
,Torrey B. Halbert,Mission Viejo ,California,,,,United States,https://www.memorialcare.org/providers/torrey-b-halbert,,,,,
,Matthew Tilstra,Modesto,California,Patient submitted ,,,United States,https://www.sutterhealth.org/find-doctor/dr-matthew-tilstra,,,,,
YYYY-04-DD 13:04:SS,Tessa Reisinger,Modesto,California,,,,United States,https://www.sutterhealth.org/find-doctor/dr-tessa-l-reisinger,,,,,
,Jennifer Zeidberg,Monterey,California,,,,United States,https://www.montagehealth.org/doctors/profile/jennifer-zeidberg/,,,,,
,Thomas J. Cunningham ,Monterey,California,Patient submitted ,,,United States,https://www.montagehealth.org/about/medical-group/montage-medical-group-providers/find-a-doctor-profile/thomas-cunningham/,,,,,
,Derrick Barnes,Monterey,California,Patient submitted,,,United States,https://www.montagehealth.org/about/medical-group/montage-medical-group-providers/find-a-doctor-profile/derrick-barnes/,,,,,
,Hattie Pearson,Mountain View,California,,,,United States,https://www.stanfordchildrens.org/en/doctor/hattie-d-pearson,,,,,
,Samantha Fernandes ,Mountain View ,California,Patient submitted,,,United States,https://health.usnews.com/doctors/samantha-fernandes-1496405,,,,,
,Andrea Aslan,Mountain View ,California,Patient submitted,,,United States,https://health.usnews.com/doctors/andrea-aslan-79447,,,,,
,Monica L. Aszterbaum,Newport Beach,California,Patient submitted,,,United States,https://hoagmedicalgroup.com/physician/monica-aszterbaum-md/,,,,,
,Rebecca L. Taub ,"Oakland, Berkeley, Richmond",California,,,,United States,https://www.sutterhealth.org/find-doctor/dr-rebecca-l-taub,,,,,
,Kayvahn Steck-Bayat,Ojaj,California,Patient submitted,,,United States,https://doctors.cmhshealth.org/provider/Kayvahn+Steck-Bayat/1993129,,,,,
,Dipti Banerjee,Orange & Santa Ana,California,Patient submitted,,,United States,https://www.ucihealth.org/find-a-doctor/b/dipti-banerjee,,,,,
,Xin Guan,Oxnard,California,Patient submitted,,,United States,https://www.venturacountywomenshealth.com/profile-obstetric-gynecologic-care-ventura-ca.html,,,,,
,Miriam Delosantos ,Oxnard & Ventura,California,Patient submitted,"Very LGBTQ+ friendly, accepts Medicaid, speaks Spanish",,United States,https://www.mycmh.org/find-a-doctor/miriam-delosantos-pa-c/,,,,,
,David Crownover,"Oxnard, Port Hueneme & Ventura",California,Patient submitted,"Very LGBTQ+ friendly, accepts Medicaid ",,United States,https://www.mycmh.org/find-a-doctor/david-crownover-md/,,,,,
,Stephanie Ann Whitman,Panorama City,California,Patient submitted,,,United States,https://healthy.kaiserpermanente.org/southern-california/physicians/stephanie-whitman-0603431,,,,,
,Shweta K. Shah,Pasadena ,California,Patient submitted ,"Speaks Hindi, Gujarati & Kiswahili ",,United States,https://www.huntingtonhealth.org/physicians/shweta-k-shah-do/,,,,,
,Fiona Redwood,Petaluma,California,Patient submitted ,,,United States,https://phealthcenter.org/providers/fiona-redwood-md/,,,,,
,Jennifer Boni,Placerville ,California,Patient submitted ,,,United States,https://edcchc.org/meet-our-providers/,,,,,
,Deepti Nahar,Rancho Mirage,California,,,,United States,https://fleurhealth.com/nahar/,,,,,
,Peter Vasquez,Rancho Mirage,California,Patient submitted,"LGBTQ+ & Transgender friendly, performs gender-affiirming surgery, accepts Medicaid ",,United States,https://health.usnews.com/doctors/peter-vasquez-683416,,,,,
,Vivian Chu,Redwood City,California,Patient submitted,,,United States,https://mydoctor.kaiserpermanente.org/ncal/providers/vchu,,,,,
,Rodolfo Saenz,Riverside,California,Patient submitted,Speaks Spanish ,,United States,https://altais.com/altais-medical-group-riverside/physicians/rodolfo-saenz/,,,,,
,Mallory Stuparich,Riverside ,California,,Speaks Spanish,,United States,https://www.ucrhealth.org/provider/mallory-stuparich-md/,,,,,
YYYY-03-DD 19:03:SS,Analisa Marki,Roseville,California,,,,United States,https://www.aiwhc.com/uncategorized/analisa-marki-dunn/,,,,,
,Eve LaValley Willsey,Sacramento,California,,,,United States,https://camelliawomenshealth.com/Eve-LaValley-Willsey-OBGYN-Sacramento,,,,,
YYYY-00-DD 20:00:SS,Hui Min Cheong ,Sacramento,California,,,,United States,https://www.dignityhealth.org/ourdoctors/1285663930-hui-cheong,,,,,
,Nicole Nakamaru,Sacramento,California,Patient submitted,,,United States,https://mydoctor.kaiserpermanente.org/ncal/providers/nicolenakamaru,,,,,
,Terri Ferrari,Sacramento,California,,,,United States,https://mydoctor.kaiserpermanente.org/ncal/providers/terriferrari,,,,,
,Jeffrey A. Graham,Sacramento,California,Patient submitted,,,United States,https://www.sutterhealth.org/find-doctor/dr-jeffrey-graham,,,,,
,Michael D. Trifiro,Sacramento,California,Patient submitted,Works with Transgender patients ,,United States,https://health.ucdavis.edu/obgyn/team/11657/michael-trifiro-minimally-invasive-gynecology-minimally-invasive-surgery-folsom-sacramento,,,,,
,Sophia Yang,Sacramento ,California,,,,United States,https://camelliawomenshealth.com/Sophia-Yang-MD,,,,,
YYYY-18-DD 23:18:SS,Christine Picco,San Carlos,California,,,,United States,https://www.sutterhealth.org/find-provider/dr-christine-picco-1046233767,,,,,
YYYY-08-DD 05:08:SS,Ariana Melendez,San Diego,California,,,,United States,https://health.usnews.com/doctors/ariana-melendez-1430277,,,,,
,James O'Neil,San Diego,California,,Naval Medical Center,,United States,,,,,,
,Kelli Shannon,San Diego,California,,,,United States,https://www.sharp.com/san-diego-doctors/dr-kelli-shannon-80600,,,,,
,Sarah Tilford,San Diego,California,,,,United States,https://www.plannedparenthood.org/planned-parenthood-pacific-southwest,,,,,
,Shereen Binno,San Diego,California,Patient submitted,,,United States,https://www.sharp.com/doctors/shereen-binno,,,,,
,Samantha Thomson,San Diego ,California,,,,United States,https://providers.ucsd.edu/details/1689013468/obstetrics-&-gynecology,,,,,
,Katherine Hsiao,San Francisco,California,Patient submitted ,,,United States,https://www.sutterhealth.org/find-doctor/dr-katherine-t-hsiao,,,,,
,Erica Fran Weiss,San Francisco,California,Patient submitted,,,United States,https://mydoctor.kaiserpermanente.org/ncal/providers/ericaweiss,,,,,
,Iram Zubair,San Francisco,California,Patient submitted,,,United States,https://www.sutterhealth.org/find-provider/dr-iram-zubair-1046235813,,,,,
YYYY-41-DD 00:41:SS,Alejandrina Rincon,San Jose,California,,,,United States,https://mydoctor.kaiserpermanente.org/ncal/providers/alejandrinarincon,,,,,
,Ariana Dagdag,San Jose,California,,,,United States,https://health.usnews.com/doctors/ariana-dagdag-1172795,,,,,
,Gordon S. Rosenberg,San Jose,California,Patient submitted,,,United States,https://stanfordhealthcare.org/content/shc/en/v2/doctors/r/gordon-rosenberg.html,,,,,
YYYY-34-DD 08:34:SS,Anna Lyapis,San Leandro / Fremont ,California,,,,United States,https://mydoctor.kaiserpermanente.org/ncal/providers/annalyapis,,,,,
,Aaron Kromhout,San Luis Obispo ,California,,,,United States,https://creatingharmonyobgyn.com/,,,,,
,Sienna Titen,Santa Cruz,California,Patient submitted,,,United States,https://www.dignityhealth.org/ourdoctors/1760745038-sienna-titen,,,,,
YYYY-57-DD 13:57:SS,Mona Bazargan,Santa Maria,California,,,,United States,https://www.dignityhealth.org/ourdoctors/1437502499-mona-bazargan?utm_source=LocalSearchListing&utm_medium=Physician&utm_campaign=SantaMariaWomen%2527sHealthCenter&utm_term=Mona-Bazargan-L5RR13OCOM&y_source=1_MTc3NTM5NDgtNzE1LWxvY2F0aW9uLndlYnNpdGU%253D,,,,,
YYYY-20-DD 18:20:SS,Michelle Tsai ,Santa Monica,California,,,,United States,https://www.uclahealth.org/providers/michelle-tsai,,,,,
,Hannah C. Reiser,Santa Monica,California,,,,United States,https://www.uclahealth.org/providers/hannah-reiser,,,,,
,Tara Bartlett ,Santa Rosa,California,Patient submitted ,,,United States,https://www.sutterhealth.org/find-doctor/dr-tara-bartlett?is-physician=true&ps-services=service234&lat=38.4409697&lng=-122.7971649&location=Santa+Rosa%252C+CA+95401%252C+USA&start=,,,,,
,Chrystal Bradley,Sonora,California,Patient submitted,,,United States,https://doctors.adventisthealth.org/provider/chrystal-anastasia-l-bradley/1341831,,,,,
,Mareeni Stanislaus,Templeton,California,Patient submitted,,,United States,https://stanislausobgyn.com/about-us/,,,,,
,Fikret I. Atamdede,Torrance,California,Patient submitted,,,United States,https://www.providence.org/doctors/gynecologic-oncology/ca/torrance/fikret-atamdede-1578502480,,,,,
YYYY-17-DD 01:17:SS,Katie Massoudian,Torrance,California,,,,United States,https://healthy.kaiserpermanente.org/southern-california/physicians/katrin-massoudian-5189959,,,,,
,Joseph Rose,Walnut Creek,California,Patient submitted ,,,United States,https://www.johnmuirhealth.com/doctor/Joseph-Rose-MD/1245492925,,,,,
YYYY-50-DD 23:50:SS,Shamsi Vatannia,Pleasanton ,California ,,,,United States,https://stanfordhealthcare.org/doctors/v/shamsi-vatannia.html,,,,,
,Jerry K. Izu,Santa Clarita,California ,Patient submitted ,,,United States,https://health.usnews.com/doctors/jerry-izu-51400,,,,,
YYYY-56-DD 10:56:SS,Lindsay Mooney,Santa Cruz,California ,,,,United States,https://www.sutterhealth.org/find-doctor/dr-lindsay-b-mooney,,,,,
,Laetitia Oderman,Santa Cruz,California ,,,,United States,https://www.sutterhealth.org/find-provider/dr-laetitia-oderman-1046239049,,,,,
,Amy Robertson,Alamosa,Colorado,Patient submitted,LGBTQ+ friendly ,,United States,https://www.sanluisvalleyhealth.org/find-a-provider/amy-robertson-md/,,,,,
,Amber Fontenot Ferriss,Arvada,Colorado,,,,United States,https://wwcmd.com/team-member/amber-fontenot-ferriss/,,,,,
,Lindsay Eun,Arvada,Colorado,Patient submitted ,,,United States,https://wwcmd.com/team-member/lindsay-eun/,,,,,
,Kaylin Klie,Aurora,Colorado,Patient submitted ,,,United States,https://www.uchealth.org/provider/kaylin-klie/,,,,,
,Emily Rosen ,Aurora,Colorado,Patient submitted ,,,United States,https://obgyn.coloradowomenshealth.com/about/doctors/dr-emily-rosen,,,,,
,Teuta Shemshedini,Boulder,Colorado,,,,United States,https://www.bouldermedicalcenter.com/medical-providers/teuta-shemshedini-md/obstetrics-and-gynecology/,,,,,
,Samantha McLean,Boulder,Colorado,,,,United States,https://www.bch.org/find-a-physician/samantha-mclean-do/,,,,,
,Suzanne Dysart,Boulder,Colorado,Patient submitted,,,United States,https://www.bch.org/find-a-physician/suzanne-dysart-do/,,,,,
,Andrew Fowler,Colorado Springs,Colorado,Patient submitted,,,United States,https://www.uchealth.org/provider/andrew-c-fowler-md-obstetrics-and-gynecology/,,,,,
,Autumn Stowe-Quain,Colorado Springs,Colorado,Patient submitted ,,,United States,https://www.uchealth.org/provider/autumn-stowe-quain-md-obstetrics-and-gynecology/,,,,,
,Janice Raley,Colorado Springs,Colorado,Patient submitted,,,United States,https://www.uchealth.org/provider/janice-c-raley-obstetrics-and-gynecology/,,,,,
,Lauren Puretz,Colorado Springs,Colorado,,,,United States,https://mvmg.com/content/lauren-puretz-do,,,,,
,Maria Weise-Fleckenstein,Colorado Springs,Colorado,,,,United States,https://www.uchealth.org/provider/maria-weise-fleckenstein-md/,,,,,
,Marlesa Moore,Colorado Springs,Colorado,Patient submitted,LGBTQ+ friendly,,United States,https://www.uchealth.org/provider/marlesa-r-moore-md-ob-gyn/,,,,,
,Carina Kee,Colorado Springs,Colorado,,,,United States,https://www.mountain.commonspirit.org/provider-search/carina-kee-do,,,,,
,Jack Tubbs,Colorado Springs,Colorado,Patient submitted ,,,United States,https://www.associates-obgyn.com/provider/jack-tubbs-md-facog,,,,,
,Susan Mikaelian,Colorado Springs,Colorado,Patient submitted ,,,United States,https://www.associates-obgyn.com/provider/susan-mikaelian-md-facog,,,,,
,Amy Clauss,Colorado Springs,Colorado,,,,United States,https://healthy.kaiserpermanente.org/colorado/clinicians/amy-clauss-2326267,,,,,
,Rebecca Ludwig,Colorado Springs,Colorado,Patient submitted,,,United States,https://www.uchealth.org/provider/rebecca-ludwig-md/,,,,,
,Christian J. York ,Colorado Springs,Colorado,Patient submitted,,,United States,https://www.northspringsobgyn.com/provider/christian-j-york-md,,,,,
,Christopher S. Russell,Colorado Springs ,Colorado,Patient submitted ,,,United States,https://www.uchealth.org/provider/scott-russell-md-obstetrics-and-gynecology/,,,,,
,Brenda Camp,Denver,Colorado,,,,United States,https://healthy.kaiserpermanente.org/colorado/clinicians/BRENDA-CAMP-8148329,,,,,
,Laura Boyer,Denver,Colorado,Patient submitted ,,,United States,https://healthonephysiciangroup.com/physicians/profile/Dr-Laura-Boyer-MD,,,,,
,Maggie Saccomano,Denver,Colorado,Patient submitted,,,United States,https://doctors.sclhealth.org/provider/Margaret+E.+Saccomano/1999556,,,,,
YYYY-59-DD 20:59:SS,Meredith Townsend,Denver,Colorado,,,,United States,https://www.allaboutwomenscare.com/providers/our-physicians/,,,,,
,Michael Moore,Denver,Colorado,Patient submitted ,,,United States,https://www.advancedgyn.com/about,,,,,
,Olga Muldoon,Denver,Colorado,,"LGBTQ+ friendly, accepts Medicaid ",,United States,https://www.centura.org/provider-search/olga-muldoon-md,,,,,
,Romy Mason,Denver,Colorado,Patient submitted ,,,United States,https://healthonephysiciangroup.com/physicians/profile/Dr-Romy-E-Mason-MD,,,,,
,Sarah Frances Peterson,Denver,Colorado,Patient submitted ,,,United States,https://eastdenver.coloradowomenshealth.com/doctors/dr-sarah-peterson,,,,,
,Victor Dabelea,Denver,Colorado,Patient submitted,,,United States,https://rockymountainhospitalforchildren.com/physicians/profile/Dr-Victor-Dabelea-MD,,,,,
,Allison R. Herman ,Denver,Colorado,Patient submitted ,,,United States,https://eastdenver.coloradowomenshealth.com/doctors/allison-herman,,,,,
,Olga Muldoon,Denver,Colorado,Patient submitted ,,,United States,https://www.adventhealth.com/find-doctor/doctor/olga-muldoon-md-1972981975,,,,,
,Claire L. Schultz,Denver,Colorado,Patient submitted ,,,United States,https://www.denverhealth.org/provider-directory/s/schultz-claire-l,,,,,
,Kimberly Hildner-Murphy,Denver ,Colorado,Patient submitted,,,United States,https://doctors.intermountainhealth.org/provider/kimberly-hildner-murphy/2230322,,,,,
,Andrew Cook,Durango,Colorado,Patient submitted,,,United States,https://www.vitalhealth.com/meet-dr-cook/,,,,,
,Nicole Pinkerton,Durango,Colorado,Patient submitted,,,United States,http://drpinkerton.net/,,,,,
,Abigail Kaye,Durango,Colorado,,,,United States,https://4cobgyn.com/about-us/,,,,,
,Andrew Ross,Englewood,Colorado,,,,United States,https://www.cherryhillsmidwiferyandobgyn.com/provider/andrew-ross-md,,,,,
YYYY-11-DD 09:11:SS,Tasha Kalra,Englewood,Colorado,,,,United States,https://www.allaboutwomenscare.com/providers/our-physicians/,,,,,
,Meredith Townsend,Englewood,Colorado,Patient submitted,,,United States,https://www.allaboutwomenscare.com/providers/our-physicians/,,,,,
,Tasha Kalra,Englewood ,Colorado,Patient submitted,,,United States,https://www.allaboutwomenscare.com/providers/our-physicians/,,,,,
